source,name,price,original_price,price_value,currency,discount,availability,in_stock,product_code,shop,url,scraped_at
anvelopemoto.eu,Pirelli Scorpion MX Extra X 80/100 - 21 M/C 51M MST Front,"292,78 lei","506,08 lei",292.78,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-mx-extra-x-80-100-21-m-c-51m-mst-front/,2026-02-19T14:52:06.094528
anvelopemoto.eu,Shinko B244 3.00-16 45P TT Front/Rear,"293,66 lei",,293.66,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/shinko-b244-3-00-16-45p-tt-front-rear/,2026-02-19T14:52:06.094528
anvelopemoto.eu,Dunlop Geomax MX34 70/100 - 19 42M TT Front,"294,02 lei","530,77 lei",294.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-geomax-mx34-70-100-19-42m-tt-front/,2026-02-19T14:52:06.095528
anvelopemoto.eu,Bridgestone Hoop B03 110/70 - 16 52P TL G Front,"294,79 lei","613,04 lei",294.79,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b03-110-70-16-52p-tl-g-front/,2026-02-19T14:52:06.095528
anvelopemoto.eu,Dunlop Sportmax Q-LITE 100/80 - 17 52H TL Front,"294,79 lei","486,96 lei",294.79,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-sportmax-q-lite-100-80-17-52h-tl-front/,2026-02-19T14:52:10.612585
anvelopemoto.eu,Michelin Starcross 5 Soft 70/100 - 19 42M TT Front,"295,36 lei","537,94 lei",295.36,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-starcross-5-soft-70-100-19-42m-tt-front/,2026-02-19T14:52:10.612585
anvelopemoto.eu,Michelin City Grip 2 90/80 - 16 51S REINF TL Front/Rear,"295,36 lei","537,94 lei",295.36,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-90-80-16-51s-reinf-tl-front-rear/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Heidenau K 58 M+S SNOWTEX M+S 90/90D12 54M TL F/R M+S,"295,88 lei","413,61 lei",295.88,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/heidenau-k-58-ms-snowtex-ms-90-90d12-54m-tl-f-r-ms/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Pirelli Angel Scooter 100/90 - 14 M/C 57P TL Reinf Rear,"296,80 lei","745,31 lei",296.8,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-100-90-14-m-c-57p-tl-reinf-rear/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Dunlop Scootsmart 110/70 - 16 52S TL Front/Rear,"297,27 lei","537,06 lei",297.27,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-110-70-16-52s-tl-front-rear/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Dunlop Scootsmart 80/90 - 16 48P TL Front/Rear,"297,27 lei","537,06 lei",297.27,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-80-90-16-48p-tl-front-rear/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Dunlop Scootsmart 120/70 - 15 56S TL Front,"297,27 lei","537,06 lei",297.27,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-120-70-15-56s-tl-front/,2026-02-19T14:52:10.613583
anvelopemoto.eu,Mitas H-06 3.25/D18 59P TT F/R,"297,58 lei","341,96 lei",297.58,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-h-06-3-25-d18-59p-tt-f-r/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Pirelli Angel Scooter 120/70 - 14 M/C 55P TL Front/Rear,"297,78 lei","748,35 lei",297.78,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-120-70-14-m-c-55p-tl-front-rear/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Bridgestone Mag Mopus L303 3.00/ - 18 47S TT Front,"298,40 lei","549,79 lei",298.4,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-mag-mopus-l303-3-00-18-47s-tt-front/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Dunlop Scootsmart 120/70 - 14 55S TL Front/Rear,"298,56 lei","539,54 lei",298.56,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-120-70-14-55s-tl-front-rear/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Mitas H-06 TT Front/Rear 3.50-16 64S,"298,97 lei","407,94 lei",298.97,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-h-06-tt-front-rear-3-50-16-64s/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Pirelli Angel Scooter 140/60 - 13 M/C 63P TL Reinf Rear,"299,79 lei","754,48 lei",299.79,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-140-60-13-m-c-63p-tl-reinf-rear/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Pirelli Diablo Rosso Scooter 140/70 - 13 M/C 61P TL Rear,"299,79 lei","754,48 lei",299.79,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-scooter-140-70-13-m-c-61p-tl-rear/,2026-02-19T14:52:10.614620
anvelopemoto.eu,Mitas H-02 3.00/D19 57P TT F/R,"301,03 lei","347,16 lei",301.03,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-h-02-3-00-d19-57p-tt-f-r/,2026-02-19T14:52:15.356828
anvelopemoto.eu,Michelin Power Pure SC 140/60 - 13 57P TL Rear,"301,60 lei","550,31 lei",301.6,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-power-pure-sc-140-60-13-57p-tl-rear/,2026-02-19T14:52:15.356828
anvelopemoto.eu,Michelin City Grip 2 140/70 - 12 65S REINF TL Rear,"301,60 lei","550,31 lei",301.6,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-140-70-12-65s-reinf-tl-rear/,2026-02-19T14:52:15.356828
anvelopemoto.eu,Pirelli Scorpion MX32 Mid Soft 70/100 - 19 NHS 42M Front,"301,86 lei","524,48 lei",301.86,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-mx32-mid-soft-70-100-19-nhs-42m-front/,2026-02-19T14:52:15.356828
anvelopemoto.eu,Bridgestone Hoop B03 120/80 - 14 58S TL G Front,"303,35 lei","632,01 lei",303.35,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b03-120-80-14-58s-tl-g-front/,2026-02-19T14:52:15.356828
anvelopemoto.eu,Bridgestone Battlax SCOOTER 120/80 - 14 58S TL Front,"303,35 lei","632,01 lei",303.35,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-120-80-14-58s-tl-front/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Bridgestone Battlax SCOOTER 130/70 - 13 57P TL Rear,"303,35 lei","632,01 lei",303.35,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-battlax-scooter-130-70-13-57p-tl-rear/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Pirelli Diablo Rosso Sport 70/90 - 17 M/C 38S TL Front/Rear,"303,35 lei","527,53 lei",303.35,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-sport-70-90-17-m-c-38s-tl-front-rear/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Bridgestone Hoop B03 120/80 - 14 58S TL Front,"303,35 lei","632,01 lei",303.35,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/bridgestone-hoop-b03-120-80-14-58s-tl-front/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Michelin Power Pure SC 120/70 - 15 56S TL Front,"304,69 lei","556,49 lei",304.69,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-power-pure-sc-120-70-15-56s-tl-front/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Mitas H-06 3.25/D19 54P TT F/R,"306,19 lei","355,00 lei",306.19,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-h-06-3-25-d19-54p-tt-f-r/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Shinko B714 80/80-16 45P TL Front/Rear,"306,70 lei",,306.7,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/shinko-b714-80-80-16-45p-tl-front-rear/,2026-02-19T14:52:15.357828
anvelopemoto.eu,Dunlop Scootsmart 140/70 - 12 65P TL Rear,"306,96 lei","555,82 lei",306.96,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-scootsmart-140-70-12-65p-tl-rear/,2026-02-19T14:52:15.358830
anvelopemoto.eu,Mitas TOURING FORCE SC TL Front/Rear 120/70-14 55P,"307,47 lei","371,70 lei",307.47,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-touring-force-sc-tl-front-rear-120-70-14-55p/,2026-02-19T14:52:15.358830
anvelopemoto.eu,Michelin City Grip 2 120/70 - 14 61S REINF TL Front/Rear,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-70-14-61s-reinf-tl-front-rear/,2026-02-19T14:52:20.863864
anvelopemoto.eu,Michelin City Grip 2 120/70 - 15 56S TL Front,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-120-70-15-56s-tl-front/,2026-02-19T14:52:20.863864
anvelopemoto.eu,Michelin City Grip 120/70 - 14 61P REINF TL/TT Rear,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-120-70-14-61p-reinf-tl-tt-rear/,2026-02-19T14:52:20.863864
anvelopemoto.eu,Michelin Anakee Street 130/70 - 13 57P TL Rear,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-anakee-street-130-70-13-57p-tl-rear/,2026-02-19T14:52:20.863864
anvelopemoto.eu,Michelin City Extra 100/90 - 14 57S REINF TL Front/Rear,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-extra-100-90-14-57s-reinf-tl-front-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Michelin City Grip Saver 130/60 - 13 60S REINF TL/TT Front/Rear,"307,84 lei","562,68 lei",307.84,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-saver-130-60-13-60s-reinf-tl-tt-front-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Dunlop Sportmax Q-LITE 90/80 - 17 46S TL Front/Rear,"308,97 lei","512,01 lei",308.97,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-sportmax-q-lite-90-80-17-46s-tl-front-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Mitas MC 50 100/80D17 52H TL F/R,"309,59 lei","360,26 lei",309.59,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-50-100-80d17-52h-tl-f-r/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Dunlop Geomax MX34 90/100 - 14 49M TT Rear,"311,49 lei","564,59 lei",311.49,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-geomax-mx34-90-100-14-49m-tt-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Pirelli Diablo Rosso Scooter 120/70 - 14 M/C 55S TL Front,"311,91 lei","791,29 lei",311.91,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-scooter-120-70-14-m-c-55s-tl-front/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Shinko B244 2.75-19 43P TT Front/Rear,"312,89 lei",,312.89,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/shinko-b244-2-75-19-43p-tt-front-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Pirelli City Demon 3.00 - 18 M/C 47S TL Front,"313,92 lei","549,02 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-city-demon-3-00-18-m-c-47s-tl-front/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Pirelli Angel City 80/90 - 17 M/C 44S TL Front/Rear,"313,92 lei","549,02 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-city-80-90-17-m-c-44s-tl-front-rear/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Pirelli Angel Scooter 120/70 - 15 M/C 56P TL Front,"313,92 lei","797,42 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-120-70-15-m-c-56p-tl-front/,2026-02-19T14:52:20.864885
anvelopemoto.eu,Pirelli Angel Scooter 110/80 - 14 M/C 59S TL Reinf Front/Rear,"313,92 lei","797,42 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-110-80-14-m-c-59s-tl-reinf-front-rear/,2026-02-19T14:52:20.865870
anvelopemoto.eu,Metzeler Roadtec Scooter 110/80 - 14 M/C 59S TL Reinf Front,"313,92 lei","797,42 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-110-80-14-m-c-59s-tl-reinf-front/,2026-02-19T14:52:25.962558
anvelopemoto.eu,Metzeler Karoo Street 120/70 - 15 M/C 56P TL Front,"313,92 lei","797,42 lei",313.92,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-karoo-street-120-70-15-m-c-56p-tl-front/,2026-02-19T14:52:25.962558
anvelopemoto.eu,Michelin City Grip 2 100/90 - 14 57S REINF TL Rear,"314,02 lei","575,05 lei",314.02,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-100-90-14-57s-reinf-tl-rear/,2026-02-19T14:52:25.962558
anvelopemoto.eu,Pirelli Angel City 80/100 - 17 M/C 46S TL Front,"315,41 lei","552,06 lei",315.41,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-city-80-100-17-m-c-46s-tl-front/,2026-02-19T14:52:25.962558
anvelopemoto.eu,Pirelli Scorpion XC Mid Soft 80/100 - 21 M/C 51R MST Front,"315,41 lei","552,06 lei",315.41,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-xc-mid-soft-80-100-21-m-c-51r-mst-front/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Mitas MC-32 M+S LAMELLEN 100/80D17 52R TL F/R M+S,"315,98 lei","370,00 lei",315.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-32-ms-lamellen-100-80d17-52r-tl-f-r-ms/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Mitas MC-32 M+S STANDARD 100/80D17 52R TL F/R M+S,"315,98 lei","370,00 lei",315.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-32-ms-standard-100-80d17-52r-tl-f-r-ms/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Pirelli MT 16 Garacross 4.00-18 64M TT Rear,"316,80 lei","453,92 lei",316.8,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-mt-16-garacross-4-00-18-64m-tt-rear/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Metzeler Roadtec Scooter 120/70 - 14 M/C 55S TL Front/Rear,"316,91 lei","806,65 lei",316.91,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-roadtec-scooter-120-70-14-m-c-55s-tl-front-rear/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Michelin Power Pure SC 120/80 - 14 58S TL Front,"317,16 lei","581,24 lei",317.16,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-power-pure-sc-120-80-14-58s-tl-front/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Mitas MC 23 ROCKRIDER M+S 80/90D21 48P TT F M+S,"318,20 lei","373,35 lei",318.2,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-mc-23-rockrider-ms-80-90d21-48p-tt-f-ms/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Mitas ENDURO TRAIL XT+ M+S 80/90D21 48H TL F M+S,"318,20 lei","373,35 lei",318.2,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/mitas-enduro-trail-xt-ms-80-90d21-48h-tl-f-ms/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Pirelli Scorpion MX32 Mid Soft 80/100 - 12 NHS 50M Rear,"318,45 lei","558,20 lei",318.45,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-scorpion-mx32-mid-soft-80-100-12-nhs-50m-rear/,2026-02-19T14:52:25.963558
anvelopemoto.eu,Pirelli Angel City 110/70 - 17 M/C 54S TL Front/Rear,"318,45 lei","558,20 lei",318.45,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-city-110-70-17-m-c-54s-tl-front-rear/,2026-02-19T14:52:25.964577
anvelopemoto.eu,Pirelli Angel City 90/80 - 17 M/C 46S TL Front/Rear,"319,95 lei","561,29 lei",319.95,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-city-90-80-17-m-c-46s-tl-front-rear/,2026-02-19T14:52:30.473045
anvelopemoto.eu,Metzeler ME 22 3.50 - 18 M/C 62P TT Reinf Front/Rear,"319,95 lei","561,29 lei",319.95,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-me-22-3-50-18-m-c-62p-tt-reinf-front-rear/,2026-02-19T14:52:30.473045
anvelopemoto.eu,Pirelli Diablo Rosso Sport 80/90 - 17 M/C 44S TL Front/Rear,"319,95 lei","561,29 lei",319.95,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-sport-80-90-17-m-c-44s-tl-front-rear/,2026-02-19T14:52:30.473045
anvelopemoto.eu,Pirelli Diablo Rosso Scooter 120/80 - 14 M/C 58S TL Front/Rear,"320,98 lei","818,92 lei",320.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-scooter-120-80-14-m-c-58s-tl-front-rear/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Pirelli Diablo Rosso Scooter 120/70 - 15 M/C 56S TL Front (IN),"320,98 lei","818,92 lei",320.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-diablo-rosso-scooter-120-70-15-m-c-56s-tl-front-in/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Pirelli Angel Scooter 120/70 - 15 M/C 56S TL Front,"320,98 lei","818,92 lei",320.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-120-70-15-m-c-56s-tl-front/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Michelin Road Classic 100/80 B 17 52H TL Front  DOT4120,"322,16 lei","809,69 lei",322.16,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-road-classic-100-80-b-17-52h-tl-front-dot4120/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Pirelli Angel Scooter 110/70 - 16 M/C 52S TL Front,"322,99 lei","825,05 lei",322.99,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-scooter-110-70-16-m-c-52s-tl-front/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Dunlop D952 110/90 - 19 62M TT Rear ECE 75R,"323,14 lei","587,11 lei",323.14,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/dunlop-d952-110-90-19-62m-tt-rear-ece-75r/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Michelin City Grip Saver 110/70 - 12 47S TL/TT Front/Rear,"324,23 lei","502,99 lei",324.23,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-saver-110-70-12-47s-tl-tt-front-rear/,2026-02-19T14:52:30.474053
anvelopemoto.eu,Metzeler MCE 6 Days Extreme 80/90 - 21 M/C 48R M+S Front,"324,48 lei","570,46 lei",324.48,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/metzeler-mce-6-days-extreme-80-90-21-m-c-48r-ms-front/,2026-02-19T14:52:30.475057
anvelopemoto.eu,Pirelli Angel City 90/90 - 17 M/C 49S TL Front/Rear,"325,98 lei","573,56 lei",325.98,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/pirelli-angel-city-90-90-17-m-c-49s-tl-front-rear/,2026-02-19T14:52:30.475057
anvelopemoto.eu,Michelin Starcross 5 Medium 90/100 - 14 49M TT Rear,"326,44 lei","599,79 lei",326.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-starcross-5-medium-90-100-14-49m-tt-rear/,2026-02-19T14:52:30.475057
anvelopemoto.eu,Michelin City Grip 2 110/70 - 16 52S TL Front,"326,44 lei","599,79 lei",326.44,RON (lei),,In stock (Bucharest),True,,anvelopemoto.eu,https://www.anvelopemoto.eu/michelin-city-grip-2-110-70-16-52s-tl-front/,2026-02-19T14:52:30.475057
